,Position,Skipper,Bateau,Foil,Vitesse nds,Vitesse kmh,VMG,Lat,Long,Dist au premier nm,Dist au premier km,Dist a arrivee nm,Dist a arrivee km,percent classement,Date,Latitude,Longitude
29,30,Clement Giraud,Compagnie du Lit / Jiliti,0,6.01,11.13,5.35,37° 4'9'' N,18° 41'28'' O,636.9,1179.54,23450.4,43430.14,3.5,2020-11-14 17:00:00,37.0692,-18.6911
30,31,Sebastien Destremau,MERCI,0,6.91,12.8,6.63,37° 41'29'' N,18° 28'34'' O,675.51,1251.04,23489.0,43501.63,3.3,2020-11-14 17:00:00,37.6914,-18.4761
31,32,Fabrice Amedeo,NEWREST - ART & FENÊTRES,1,6.86,12.7,5.69,39° 26'57'' N,13° 29'51'' O,835.14,1546.68,23648.7,43797.39,2.7,2020-11-14 17:00:00,39.4492,-13.4975
32,33,Jeremie Beyou,CHARAL,1,0.0,0.0,0.0,46° 30'6'' N,1° 47'27'' O,1431.75,2651.6,24245.3,44902.3,0.2,2020-11-14 17:00:00,46.5017,-1.7908
0,1,Jean Le Cam,Yes We Cam!,0,13.51,25.02,7.68,27° 17'6'' N,28° 24'29'' O,0.0,0.0,22847.3,42313.2,6.0,2020-11-14 14:00:00,27.285,-28.4081
1,2,Alex Thomson,HUGO BOSS,1,11.54,21.37,4.09,27° 22'55'' N,30° 15'28'' O,21.49,39.8,22868.8,42353.02,5.9,2020-11-14 14:00:00,27.3819,-30.2578
2,3,Benjamin Dutreux,OMIA - WATER FAMILY,0,14.07,26.06,11.4,27° 51'40'' N,26° 54'11'' O,26.42,48.93,22873.7,42362.09,5.9,2020-11-14 14:00:00,27.8611,-26.9031
3,4,Kevin Escoffier,PRB,1,11.92,22.08,11.27,28° 25'14'' N,29° 10'4'' O,73.16,135.49,22920.5,42448.77,5.7,2020-11-14 14:00:00,28.4206,-29.1678
4,5,Damien Seguin,GROUPE APICIL,0,14.0,25.93,11.43,28° 35'44'' N,27° 55'40'' O,75.15,139.18,22922.4,42452.28,5.7,2020-11-14 14:00:00,28.5956,-27.9278
5,6,Louis Burton,BUREAU VALLEE 2,1,17.22,31.89,14.85,28° 50'18'' N,26° 24'33'' O,83.4,154.46,22930.7,42467.66,5.6,2020-11-14 14:00:00,28.8383,-26.4092
6,7,Thomas Ruyant,LinkedOut,1,9.82,18.19,9.25,28° 35'10'' N,29° 31'28'' O,85.94,159.16,22933.2,42472.29,5.6,2020-11-14 14:00:00,28.5861,-29.5244
7,8,Boris Herrmann,SEAEXPLORER - YACHT CLUB DE MONACO,1,16.13,29.87,13.59,28° 55'39'' N,26° 53'16'' O,90.23,167.11,22937.5,42480.25,5.6,2020-11-14 14:00:00,28.9275,-26.8878
8,9,Yannick Bestaven,Maître CoQ IV,1,11.24,20.82,9.82,29° 7'45'' N,27° 30'57'' O,104.9,194.27,22952.2,42507.47,5.5,2020-11-14 14:00:00,29.1292,-27.5158
9,10,Samantha Davies,INITIATIVES-COEUR,1,10.75,19.91,6.1,29° 9'42'' N,28° 56'25'' O,115.44,213.79,22962.7,42526.92,5.5,2020-11-14 14:00:00,29.1617,-28.9403
10,11,Nicolas Troussel,CORUM L'EPARGNE,1,12.38,22.93,6.44,29° 18'21'' N,28° 39'58'' O,122.08,226.09,22969.4,42539.33,5.5,2020-11-14 14:00:00,29.3058,-28.6661
11,12,Maxime Sorel,V and B-MAYENNE,0,15.36,28.45,13.68,29° 28'2'' N,26° 52'12'' O,122.5,226.87,22969.8,42540.07,5.5,2020-11-14 14:00:00,29.4672,-26.87
12,13,Romain Attanasio,PURE - Best Western®,0,13.7,25.37,11.41,29° 26'50'' N,27° 21'57'' O,123.25,228.26,22970.6,42541.55,5.5,2020-11-14 14:00:00,29.4472,-27.3658
13,14,Sebastien Simon,ARKEA PAPREC,1,16.7,30.93,14.78,29° 35'30'' N,26° 0'10'' O,127.66,236.43,22974.9,42549.51,5.4,2020-11-14 14:00:00,29.5917,-26.0028
14,15,Charlie Dalin,APIVIA,1,12.7,23.52,12.45,29° 2'18'' N,31° 8'29'' O,127.93,236.93,22975.2,42550.07,5.4,2020-11-14 14:00:00,29.0383,-31.1414
15,16,Alan Roura,LA FABRIQUE,1,13.59,25.17,10.97,30° 32'47'' N,26° 36'59'' O,186.38,345.18,23033.7,42658.41,5.2,2020-11-14 14:00:00,30.5464,-26.6164
16,17,Giancarlo Pedote,PRYSMIAN GROUP,1,10.87,20.13,8.47,30° 29'43'' N,27° 30'57'' O,186.61,345.6,23033.9,42658.78,5.2,2020-11-14 14:00:00,30.4953,-27.5158
17,18,Clarisse Cremer,BANQUE POPULAIRE X,0,10.21,18.91,9.4,31° 7'36'' N,27° 40'20'' O,225.09,416.87,23072.4,42730.08,5.0,2020-11-14 14:00:00,31.1267,-27.6722
18,19,Kojiro Shiraishi,DMG MORI Global One,1,9.66,17.89,9.65,31° 11'20'' N,22° 55'34'' O,226.35,419.2,23073.6,42732.31,5.0,2020-11-14 14:00:00,31.1889,-22.9261
19,20,Isabelle Joschke,MACSF,1,15.72,29.11,15.59,31° 9'50'' N,22° 28'34'' O,226.64,419.74,23073.9,42732.86,5.0,2020-11-14 14:00:00,31.1639,-22.4761
20,21,Stephane Le Diraison,TIME FOR OCEANS,1,14.14,26.19,11.75,32° 1'17'' N,26° 1'9'' O,273.49,506.5,23120.8,42819.72,4.8,2020-11-14 14:00:00,32.0214,-26.0192
21,22,Arnaud Boissieres,LA MIE CÂLINE - ARTISANS ARTIPÔLE,1,14.16,26.22,12.41,32° 58'36'' N,25° 1'54'' O,329.98,611.12,23177.3,42924.36,4.6,2020-11-14 14:00:00,32.9767,-25.0317
22,23,Didac Costa,ONE PLANET ONE OCEAN,0,11.53,21.35,11.5,33° 27'26'' N,21° 44'2'' O,367.27,680.18,23214.6,42993.44,4.5,2020-11-14 14:00:00,33.4572,-21.7339
23,24,Pip Hare,MEDALLIA,0,14.19,26.28,13.6,33° 31'9'' N,21° 53'6'' O,370.21,685.63,23217.5,42998.81,4.4,2020-11-14 14:00:00,33.5192,-21.885
24,25,Manuel Cousin,GROUPE SÉTIN,0,12.07,22.35,10.82,34° 2'2'' N,24° 0'34'' O,394.22,730.1,23241.5,43043.26,4.3,2020-11-14 14:00:00,34.0339,-24.0094
25,26,Miranda Merron,CAMPAGNE DE FRANCE,0,6.32,11.7,5.99,36° 40'19'' N,22° 32'52'' O,556.06,1029.82,23403.3,43342.91,3.7,2020-11-14 14:00:00,36.6719,-22.5478
26,27,Ari Huusela,STARK,0,7.41,13.72,7.13,36° 41'19'' N,22° 40'49'' O,556.62,1030.86,23403.9,43344.02,3.7,2020-11-14 14:00:00,36.6886,-22.6803
27,28,Alexia Barrier,4MYPLANET,0,9.49,17.58,9.12,37° 8'56'' N,20° 41'20'' O,593.28,1098.75,23440.6,43411.99,3.5,2020-11-14 14:00:00,37.1489,-20.6889
28,29,Armel Tripon,L'OCCITANE EN PROVENCE,1,5.22,9.67,4.22,37° 18'49'' N,19° 43'14'' O,609.44,1128.68,23456.7,43441.81,3.5,2020-11-14 14:00:00,37.3136,-19.7206
29,30,Clement Giraud,Compagnie du Lit / Jiliti,0,3.77,6.98,3.03,37° 18'22'' N,18° 27'35'' O,619.13,1146.63,23466.4,43459.77,3.4,2020-11-14 14:00:00,37.3061,-18.4597
30,31,Sebastien Destremau,MERCI,0,5.75,10.65,5.45,37° 59'55'' N,18° 16'33'' O,661.61,1225.3,23508.9,43538.48,3.2,2020-11-14 14:00:00,37.9986,-18.2758
31,32,Fabrice Amedeo,NEWREST - ART & FENÊTRES,1,8.9,16.48,7.53,39° 39'33'' N,13° 8'47'' O,818.36,1515.6,23665.7,43828.88,2.6,2020-11-14 14:00:00,39.6592,-13.1464
32,33,Jeremie Beyou,CHARAL,1,2.08,3.85,2.08,46° 30'6'' N,1° 47'27'' O,1397.97,2589.04,24245.3,44902.3,0.2,2020-11-14 14:00:00,46.5017,-1.7908
0,1,Jean Le Cam,Yes We Cam!,0,15.52,28.74,10.56,27° 43'28'' N,27° 49'49'' O,0.0,0.0,22869.9,42355.05,5.9,2020-11-14 11:00:00,27.7244,-27.8303
1,2,Alex Thomson,HUGO BOSS,1,17.9,33.15,8.29,27° 40'29'' N,29° 41'52'' O,10.95,20.28,22880.8,42375.24,5.8,2020-11-14 11:00:00,27.6747,-29.6978
2,3,Benjamin Dutreux,OMIA - WATER FAMILY,0,15.39,28.5,14.27,28° 27'6'' N,26° 28'13'' O,37.8,70.01,22907.7,42425.06,5.7,2020-11-14 11:00:00,28.4517,-26.4703
3,4,Kevin Escoffier,PRB,1,9.92,18.37,9.69,28° 56'42'' N,29° 29'22'' O,84.32,156.16,22954.2,42511.18,5.5,2020-11-14 11:00:00,28.945,-29.4894
4,5,Damien Seguin,GROUPE APICIL,0,13.69,25.35,11.43,29° 12'0'' N,27° 31'32'' O,86.61,160.4,22956.5,42515.44,5.5,2020-11-14 11:00:00,29.2,-27.5256
5,6,Thomas Ruyant,LinkedOut,1,12.14,22.48,6.25,29° 4'6'' N,29° 25'17'' O,91.06,168.64,22960.9,42523.59,5.5,2020-11-14 11:00:00,29.0683,-29.4214
6,7,Louis Burton,BUREAU VALLEE 2,1,16.93,31.35,15.68,29° 35'37'' N,25° 56'12'' O,105.07,194.59,22974.9,42549.51,5.4,2020-11-14 11:00:00,29.5936,-25.9367
7,8,Boris Herrmann,SEAEXPLORER - YACHT CLUB DE MONACO,1,16.3,30.19,14.82,29° 37'37'' N,26° 25'42'' O,108.15,200.29,22978.0,42555.26,5.4,2020-11-14 11:00:00,29.6269,-26.4283
8,9,Samantha Davies,INITIATIVES-COEUR,1,14.23,26.35,8.5,29° 31'4'' N,28° 28'44'' O,110.88,205.35,22980.8,42560.44,5.4,2020-11-14 11:00:00,29.5178,-28.4789
9,10,Yannick Bestaven,Maître CoQ IV,1,13.57,25.13,10.59,29° 38'23'' N,27° 14'49'' O,111.68,206.83,22981.6,42561.92,5.4,2020-11-14 11:00:00,29.6397,-27.2469
10,11,Nicolas Troussel,CORUM L'EPARGNE,1,13.25,24.54,8.33,29° 40'56'' N,28° 6'8'' O,118.41,219.3,22988.3,42574.33,5.4,2020-11-14 11:00:00,29.6822,-28.1022
11,12,Romain Attanasio,PURE - Best Western®,0,12.7,23.52,11.81,30° 2'30'' N,26° 58'31'' O,134.7,249.46,23004.6,42604.52,5.3,2020-11-14 11:00:00,30.0417,-26.9753
12,13,Maxime Sorel,V and B-MAYENNE,0,15.47,28.65,14.28,30° 10'3'' N,26° 30'29'' O,140.77,260.71,23010.7,42615.82,5.3,2020-11-14 11:00:00,30.1675,-26.5081
13,14,Charlie Dalin,APIVIA,1,14.29,26.47,7.25,29° 37'24'' N,31° 25'26'' O,142.68,264.24,23012.6,42619.34,5.3,2020-11-14 11:00:00,29.6233,-31.4239
14,15,Sebastien Simon,ARKEA PAPREC,1,16.08,29.78,15.33,30° 20'13'' N,25° 34'13'' O,149.19,276.3,23019.1,42631.37,5.3,2020-11-14 11:00:00,30.3369,-25.5703
15,16,Giancarlo Pedote,PRYSMIAN GROUP,1,15.09,27.95,11.6,30° 56'30'' N,27° 9'20'' O,189.26,350.51,23059.1,42705.45,5.1,2020-11-14 11:00:00,30.9417,-27.1556
16,17,Alan Roura,LA FABRIQUE,1,14.95,27.69,12.56,31° 6'33'' N,26° 10'24'' O,196.46,363.84,23066.3,42718.79,5.1,2020-11-14 11:00:00,31.1092,-26.1733
17,18,Clarisse Cremer,BANQUE POPULAIRE X,0,11.45,21.21,10.03,31° 34'27'' N,27° 57'32'' O,230.64,427.15,23100.5,42782.13,4.9,2020-11-14 11:00:00,31.5742,-27.9589
18,19,Kojiro Shiraishi,DMG MORI Global One,1,12.67,23.46,12.64,31° 40'4'' N,22° 51'17'' O,232.71,430.98,23102.6,42786.02,4.9,2020-11-14 11:00:00,31.6678,-22.8547
19,20,Isabelle Joschke,MACSF,1,11.47,21.24,11.41,31° 55'48'' N,22° 16'18'' O,250.79,464.46,23120.7,42819.54,4.8,2020-11-14 11:00:00,31.93,-22.2717
20,21,Stephane Le Diraison,TIME FOR OCEANS,1,12.64,23.41,10.56,32° 36'52'' N,25° 33'53'' O,285.91,529.51,23155.8,42884.54,4.7,2020-11-14 11:00:00,32.6144,-25.5647
21,22,Arnaud Boissieres,LA MIE CÂLINE - ARTISANS ARTIPÔLE,1,16.3,30.19,13.98,33° 35'31'' N,24° 36'48'' O,344.45,637.92,23214.3,42992.88,4.5,2020-11-14 11:00:00,33.5919,-24.6133
22,23,Didac Costa,ONE PLANET ONE OCEAN,0,12.67,23.46,12.59,34° 1'29'' N,21° 36'57'' O,379.18,702.24,23249.1,43057.33,4.3,2020-11-14 11:00:00,34.0247,-21.6158
23,24,Pip Hare,MEDALLIA,0,12.82,23.74,12.57,34° 12'52'' N,22° 3'14'' O,388.38,719.28,23258.3,43074.37,4.3,2020-11-14 11:00:00,34.2144,-22.0539
24,25,Manuel Cousin,GROUPE SÉTIN,0,11.7,21.67,9.54,34° 34'48'' N,24° 19'8'' O,404.0,748.21,23273.9,43103.26,4.2,2020-11-14 11:00:00,34.58,-24.3189
25,26,Miranda Merron,CAMPAGNE DE FRANCE,0,6.82,12.63,6.52,36° 57'46'' N,22° 23'43'' O,551.44,1021.27,23421.3,43376.25,3.6,2020-11-14 11:00:00,36.9628,-22.3953
26,27,Ari Huusela,STARK,0,8.0,14.82,7.82,37° 2'12'' N,22° 31'19'' O,555.41,1028.62,23425.3,43383.66,3.6,2020-11-14 11:00:00,37.0367,-22.5219
27,28,Alexia Barrier,4MYPLANET,0,4.0,7.41,3.76,37° 35'0'' N,20° 27'1'' O,598.02,1107.53,23467.9,43462.55,3.4,2020-11-14 11:00:00,37.5833,-20.4503
28,29,Armel Tripon,L'OCCITANE EN PROVENCE,1,3.09,5.72,3.09,37° 29'51'' N,19° 29'18'' O,599.47,1110.22,23469.3,43465.14,3.4,2020-11-14 11:00:00,37.4975,-19.4883
29,30,Clement Giraud,Compagnie du Lit / Jiliti,0,6.54,12.11,6.54,37° 26'1'' N,18° 17'6'' O,605.63,1121.63,23475.5,43476.63,3.4,2020-11-14 11:00:00,37.4336,-18.285
30,31,Sebastien Destremau,MERCI,0,3.48,6.44,3.38,38° 16'59'' N,18° 19'29'' O,655.37,1213.75,23525.2,43568.67,3.2,2020-11-14 11:00:00,38.2831,-18.3247
31,32,Fabrice Amedeo,NEWREST - ART & FENÊTRES,1,11.74,21.74,11.19,40° 5'24'' N,13° 17'29'' O,818.3,1515.49,23688.2,43870.55,2.5,2020-11-14 11:00:00,40.09,-13.2914
32,33,Jeremie Beyou,CHARAL,1,3.01,5.57,2.8,46° 24'48'' N,1° 52'12'' O,1369.15,2535.67,24239.0,44890.63,0.2,2020-11-14 11:00:00,46.4133,-1.87
0,1,Jean Le Cam,Yes We Cam!,0,16.72,30.97,13.36,28° 17'43'' N,27° 14'10'' O,0.0,0.0,22901.1,42412.84,5.7,2020-11-14 08:00:00,28.2953,-27.2361
1,2,Alex Thomson,HUGO BOSS,1,17.45,32.32,11.54,28° 12'19'' N,28° 52'58'' O,4.41,8.17,22905.5,42420.99,5.7,2020-11-14 08:00:00,28.2053,-28.8828
2,3,Benjamin Dutreux,OMIA - WATER FAMILY,0,15.45,28.61,14.99,29° 10'33'' N,26° 10'31'' O,49.31,91.32,22950.4,42504.14,5.5,2020-11-14 08:00:00,29.1758,-26.1753
3,4,Thomas Ruyant,LinkedOut,1,15.01,27.8,9.97,29° 26'52'' N,28° 52'45'' O,78.24,144.9,22979.3,42557.66,5.4,2020-11-14 08:00:00,29.4478,-28.8792
4,5,Kevin Escoffier,PRB,1,14.78,27.37,9.6,29° 26'23'' N,29° 27'31'' O,82.21,152.25,22983.3,42565.07,5.4,2020-11-14 08:00:00,29.4397,-29.4586
5,6,Damien Seguin,GROUPE APICIL,0,15.81,29.28,14.46,29° 47'51'' N,27° 8'34'' O,89.53,165.81,22990.6,42578.59,5.4,2020-11-14 08:00:00,29.7975,-27.1428
6,7,Samantha Davies,INITIATIVES-COEUR,1,14.13,26.17,12.13,29° 59'45'' N,27° 52'22'' O,104.72,193.94,23005.8,42606.74,5.3,2020-11-14 08:00:00,29.9958,-27.8728
7,8,Nicolas Troussel,CORUM L'EPARGNE,1,11.03,20.43,8.95,30° 8'27'' N,27° 33'6'' O,111.82,207.09,23012.9,42619.89,5.3,2020-11-14 08:00:00,30.1408,-27.5517
8,9,Yannick Bestaven,Maître CoQ IV,1,16.21,30.02,14.07,30° 11'37'' N,26° 47'44'' O,112.01,207.44,23013.1,42620.26,5.3,2020-11-14 08:00:00,30.1936,-26.7956
9,10,Louis Burton,BUREAU VALLEE 2,1,14.11,26.13,13.56,30° 22'59'' N,25° 35'7'' O,120.79,223.7,23021.8,42636.37,5.2,2020-11-14 08:00:00,30.3831,-25.5853
10,11,Boris Herrmann,SEAEXPLORER - YACHT CLUB DE MONACO,1,15.96,29.56,14.43,30° 22'44'' N,26° 4'2'' O,121.26,224.57,23022.3,42637.3,5.2,2020-11-14 08:00:00,30.3789,-26.0672
11,12,Charlie Dalin,APIVIA,1,10.6,19.63,5.12,30° 5'32'' N,30° 48'9'' O,132.94,246.2,23034.0,42658.97,5.2,2020-11-14 08:00:00,30.0922,-30.8025
12,13,Romain Attanasio,PURE - Best Western®,0,12.67,23.46,11.93,30° 38'39'' N,26° 44'42'' O,138.86,257.17,23039.9,42669.89,5.2,2020-11-14 08:00:00,30.6442,-26.745
13,14,Maxime Sorel,V and B-MAYENNE,0,13.66,25.3,13.25,30° 53'31'' N,26° 11'42'' O,152.29,282.04,23053.3,42694.71,5.1,2020-11-14 08:00:00,30.8919,-26.195
14,15,Sebastien Simon,ARKEA PAPREC,1,14.11,26.13,13.15,31° 6'18'' N,25° 17'46'' O,163.91,303.56,23065.0,42716.38,5.1,2020-11-14 08:00:00,31.105,-25.2961
15,16,Giancarlo Pedote,PRYSMIAN GROUP,1,11.92,22.08,11.81,31° 32'43'' N,26° 37'38'' O,192.52,356.55,23093.6,42769.35,5.0,2020-11-14 08:00:00,31.5453,-26.6272
16,17,Alan Roura,LA FABRIQUE,1,15.25,28.24,14.02,31° 44'43'' N,25° 42'51'' O,202.71,375.42,23103.8,42788.24,4.9,2020-11-14 08:00:00,31.7453,-25.7142
17,18,Clarisse Cremer,BANQUE POPULAIRE X,0,11.83,21.91,9.8,32° 2'30'' N,28° 20'48'' O,229.43,424.9,23130.5,42837.69,4.8,2020-11-14 08:00:00,32.0417,-28.3467
18,19,Kojiro Shiraishi,DMG MORI Global One,1,13.38,24.78,12.65,32° 17'40'' N,22° 44'58'' O,239.45,443.46,23140.5,42856.21,4.8,2020-11-14 08:00:00,32.2944,-22.7494
19,20,Isabelle Joschke,MACSF,1,13.87,25.69,13.31,32° 29'30'' N,22° 8'8'' O,253.82,470.07,23154.9,42882.87,4.7,2020-11-14 08:00:00,32.4917,-22.1356
20,21,Stephane Le Diraison,TIME FOR OCEANS,1,15.46,28.63,12.22,33° 8'36'' N,25° 9'14'' O,286.24,530.12,23187.3,42942.88,4.6,2020-11-14 08:00:00,33.1433,-25.1539
21,22,Arnaud Boissieres,LA MIE CÂLINE - ARTISANS ARTIPÔLE,1,15.22,28.19,11.77,34° 16'38'' N,24° 4'58'' O,354.95,657.37,23256.0,43070.11,4.3,2020-11-14 08:00:00,34.2772,-24.0828
22,23,Didac Costa,ONE PLANET ONE OCEAN,0,11.12,20.59,11.12,34° 39'28'' N,21° 37'35'' O,385.75,714.41,23286.8,43127.15,4.2,2020-11-14 08:00:00,34.6578,-21.6264
23,24,Pip Hare,MEDALLIA,0,11.76,21.78,11.65,34° 51'3'' N,22° 8'23'' O,394.89,731.34,23295.9,43144.01,4.1,2020-11-14 08:00:00,34.8508,-22.1397
24,25,Manuel Cousin,GROUPE SÉTIN,0,12.71,23.54,9.52,35° 2'40'' N,23° 53'12'' O,401.28,743.17,23302.3,43155.86,4.1,2020-11-14 08:00:00,35.0444,-23.8867
25,26,Miranda Merron,CAMPAGNE DE FRANCE,0,6.41,11.87,5.81,37° 16'47'' N,22° 14'13'' O,539.81,999.73,23440.9,43412.55,3.5,2020-11-14 08:00:00,37.2797,-22.2369
26,27,Ari Huusela,STARK,0,6.22,11.52,5.55,37° 25'11'' N,22° 22'41'' O,547.67,1014.28,23448.7,43426.99,3.5,2020-11-14 08:00:00,37.4197,-22.3781
27,28,Armel Tripon,L'OCCITANE EN PROVENCE,1,1.85,3.43,0.63,37° 38'60'' N,19° 27'26'' O,577.56,1069.64,23478.6,43482.37,3.4,2020-11-14 08:00:00,37.65,-19.4572
28,29,Alexia Barrier,4MYPLANET,0,5.4,10.0,5.01,37° 45'37'' N,20° 19'56'' O,578.11,1070.66,23479.2,43483.48,3.4,2020-11-14 08:00:00,37.7603,-20.3322
29,30,Clement Giraud,Compagnie du Lit / Jiliti,0,4.1,7.59,3.87,37° 45'22'' N,18° 13'3'' O,594.07,1100.22,23495.1,43512.93,3.3,2020-11-14 08:00:00,37.7561,-18.2175
30,31,Sebastien Destremau,MERCI,0,6.58,12.19,6.18,38° 27'24'' N,18° 20'8'' O,634.34,1174.8,23535.4,43587.56,3.1,2020-11-14 08:00:00,38.4567,-18.3356
31,32,Fabrice Amedeo,NEWREST - ART & FENÊTRES,1,8.94,16.56,8.44,40° 40'35'' N,13° 17'28'' O,820.67,1519.88,23721.7,43932.59,2.4,2020-11-14 08:00:00,40.6764,-13.2911
32,33,Jeremie Beyou,CHARAL,1,8.04,14.89,4.9,46° 19'23'' N,2° 2'41'' O,1329.57,2462.36,24230.6,44875.07,0.3,2020-11-14 08:00:00,46.3231,-2.0447
0,1,Alex Thomson,HUGO BOSS,1,18.1,33.52,15.51,29° 3'36'' N,27° 59'5'' O,0.0,0.0,22950.5,42504.33,5.5,2020-11-14 04:00:00,29.06,-27.9847
1,2,Jean Le Cam,Yes We Cam!,0,16.85,31.21,16.16,29° 13'7'' N,26° 31'33'' O,3.32,6.15,22953.8,42510.44,5.5,2020-11-14 04:00:00,29.2186,-26.5258
2,3,Benjamin Dutreux,OMIA - WATER FAMILY,0,16.09,29.8,15.9,30° 10'54'' N,25° 55'25'' O,59.74,110.64,23010.2,42614.89,5.3,2020-11-14 04:00:00,30.1817,-25.9236
3,4,Thomas Ruyant,LinkedOut,1,15.71,29.09,13.28,30° 11'10'' N,28° 6'8'' O,67.87,125.7,23018.4,42630.08,5.3,2020-11-14 04:00:00,30.1861,-28.1022
4,5,Kevin Escoffier,PRB,1,18.46,34.19,14.62,30° 10'2'' N,28° 41'40'' O,70.36,130.31,23020.8,42634.52,5.3,2020-11-14 04:00:00,30.1672,-28.6944
5,6,Damien Seguin,GROUPE APICIL,0,16.06,29.74,15.36,30° 47'1'' N,26° 42'49'' O,97.69,180.92,23048.2,42685.27,5.1,2020-11-14 04:00:00,30.7836,-26.7136
6,7,Nicolas Troussel,CORUM L'EPARGNE,1,13.12,24.3,12.03,30° 45'56'' N,27° 6'8'' O,97.92,181.35,23048.4,42685.64,5.1,2020-11-14 04:00:00,30.7656,-27.1022
7,8,Samantha Davies,INITIATIVES-COEUR,1,15.42,28.56,14.33,30° 50'24'' N,27° 23'21'' O,103.49,191.66,23054.0,42696.01,5.1,2020-11-14 04:00:00,30.84,-27.3892
8,9,Charlie Dalin,APIVIA,1,16.78,31.08,10.36,30° 32'2'' N,30° 9'53'' O,103.66,191.98,23054.2,42696.38,5.1,2020-11-14 04:00:00,30.5339,-30.1647
9,10,Yannick Bestaven,Maître CoQ IV,1,15.79,29.24,13.99,31° 9'3'' N,26° 12'49'' O,118.43,219.33,23068.9,42723.6,5.1,2020-11-14 04:00:00,31.1508,-26.2136
10,11,Louis Burton,BUREAU VALLEE 2,1,14.69,27.21,13.12,31° 17'18'' N,25° 17'27'' O,125.49,232.41,23076.0,42736.75,5.0,2020-11-14 04:00:00,31.2883,-25.2908
11,12,Boris Herrmann,SEAEXPLORER - YACHT CLUB DE MONACO,1,15.17,28.09,14.61,31° 20'51'' N,25° 33'25'' O,129.23,239.33,23079.7,42743.6,5.0,2020-11-14 04:00:00,31.3475,-25.5569
12,13,Romain Attanasio,PURE - Best Western®,0,14.21,26.32,13.34,31° 27'5'' N,26° 27'24'' O,137.01,253.74,23087.5,42758.05,5.0,2020-11-14 04:00:00,31.4514,-26.4567
13,14,Maxime Sorel,V and B-MAYENNE,0,10.84,20.08,9.99,31° 46'52'' N,25° 58'2'' O,155.79,288.52,23106.3,42792.87,4.9,2020-11-14 04:00:00,31.7811,-25.9672
14,15,Sebastien Simon,ARKEA PAPREC,1,12.55,23.24,11.9,31° 58'45'' N,24° 53'26'' O,166.9,309.1,23117.4,42813.42,4.9,2020-11-14 04:00:00,31.9792,-24.8906
15,16,Giancarlo Pedote,PRYSMIAN GROUP,1,18.07,33.47,14.71,32° 19'25'' N,26° 48'48'' O,190.3,352.44,23140.8,42856.76,4.8,2020-11-14 04:00:00,32.3236,-26.8133
16,17,Alan Roura,LA FABRIQUE,1,15.3,28.34,11.76,32° 40'55'' N,25° 14'56'' O,209.13,387.31,23159.6,42891.58,4.7,2020-11-14 04:00:00,32.6819,-25.2489
17,18,Clarisse Cremer,BANQUE POPULAIRE X,0,14.31,26.5,11.9,32° 43'57'' N,27° 53'48'' O,218.95,405.5,23169.4,42909.73,4.6,2020-11-14 04:00:00,32.7325,-27.8967
18,19,Kojiro Shiraishi,DMG MORI Global One,1,13.04,24.15,13.02,33° 9'13'' N,23° 1'57'' O,240.51,445.42,23191.0,42949.73,4.5,2020-11-14 04:00:00,33.1536,-23.0325
19,20,Isabelle Joschke,MACSF,1,14.87,27.54,14.85,33° 23'49'' N,22° 21'22'' O,257.56,477.0,23208.1,42981.4,4.5,2020-11-14 04:00:00,33.3969,-22.3561
20,21,Stephane Le Diraison,TIME FOR OCEANS,1,12.09,22.39,9.11,33° 56'33'' N,24° 22'28'' O,285.07,527.95,23235.6,43032.33,4.4,2020-11-14 04:00:00,33.9425,-24.3744
21,22,Arnaud Boissieres,LA MIE CÂLINE - ARTISANS ARTIPÔLE,1,10.36,19.19,9.21,35° 1'23'' N,23° 14'49'' O,351.93,651.77,23302.4,43156.04,4.1,2020-11-14 04:00:00,35.0231,-23.2469
22,23,Didac Costa,ONE PLANET ONE OCEAN,0,11.57,21.43,10.93,35° 23'38'' N,21° 31'14'' O,380.82,705.28,23331.3,43209.57,4.0,2020-11-14 04:00:00,35.3939,-21.5206
23,24,Manuel Cousin,GROUPE SÉTIN,0,8.83,16.35,6.52,35° 38'41'' N,23° 9'18'' O,389.45,721.26,23339.9,43225.49,3.9,2020-11-14 04:00:00,35.6447,-23.155
24,25,Pip Hare,MEDALLIA,0,11.41,21.13,11.38,35° 38'1'' N,22° 11'27'' O,392.06,726.1,23342.6,43230.5,3.9,2020-11-14 04:00:00,35.6336,-22.1908
25,26,Miranda Merron,CAMPAGNE DE FRANCE,0,3.43,6.35,3.43,37° 38'57'' N,21° 58'3'' O,513.55,951.09,23464.0,43455.33,3.4,2020-11-14 04:00:00,37.6492,-21.9675
26,27,Ari Huusela,STARK,0,5.63,10.43,5.17,37° 46'22'' N,22° 6'17'' O,520.4,963.78,23470.9,43468.11,3.4,2020-11-14 04:00:00,37.7728,-22.1047
27,28,Armel Tripon,L'OCCITANE EN PROVENCE,1,6.26,11.59,4.21,37° 42'32'' N,19° 35'37'' O,530.63,982.73,23481.1,43487.0,3.4,2020-11-14 04:00:00,37.7089,-19.5936
28,29,Alexia Barrier,4MYPLANET,0,3.64,6.74,3.58,38° 4'20'' N,20° 6'19'' O,548.69,1016.17,23499.2,43520.52,3.3,2020-11-14 04:00:00,38.0722,-20.1053
