,Position,Skipper,Bateau,Foil,Vitesse nds,Vitesse kmh,VMG,Lat,Long,Dist au premier nm,Dist au premier km,Dist a arrivee nm,Dist a arrivee km,percent classement,Date,Latitude,Longitude
29,30,Clement Giraud,Compagnie du Lit / Jiliti,0,5.55,10.28,3.34,37° 59'30'' N,18° 2'33'' O,560.12,1037.34,23510.6,43541.63,3.2,2020-11-14 04:00:00,37.9917,-18.0425
30,31,Sebastien Destremau,MERCI,0,8.87,16.43,8.87,38° 49'52'' N,18° 2'36'' O,609.56,1128.91,23560.1,43633.31,3.0,2020-11-14 04:00:00,38.8311,-18.0433
31,32,Fabrice Amedeo,NEWREST - ART & FENÊTRES,1,9.35,17.32,7.03,41° 8'55'' N,12° 48'40'' O,804.91,1490.69,23755.4,43995.0,2.2,2020-11-14 04:00:00,41.1486,-12.8111
32,33,Jeremie Beyou,CHARAL,1,9.8,18.15,7.44,46° 14'59'' N,2° 48'46'' O,1260.1,2333.71,24210.6,44838.03,0.4,2020-11-14 04:00:00,46.2497,-2.8128
0,1,Alex Thomson,HUGO BOSS,1,16.59,30.72,14.36,30° 55'40'' N,26° 50'59'' O,0.0,0.0,23057.2,42701.93,5.1,2020-11-13 21:00:00,30.9278,-26.8497
1,2,Jean Le Cam,Yes We Cam!,0,17.6,32.6,17.02,31° 7'4'' N,25° 56'30'' O,9.18,17.0,23066.4,42718.97,5.1,2020-11-13 21:00:00,31.1178,-25.9417
2,3,Thomas Ruyant,LinkedOut,1,15.3,28.34,14.43,31° 47'39'' N,27° 4'49'' O,52.69,97.58,23109.9,42799.53,4.9,2020-11-13 21:00:00,31.7942,-27.0803
3,4,Kevin Escoffier,PRB,1,16.18,29.97,14.07,31° 57'34'' N,27° 18'11'' O,63.39,117.4,23120.6,42819.35,4.8,2020-11-13 21:00:00,31.9594,-27.3031
4,5,Benjamin Dutreux,OMIA - WATER FAMILY,0,15.62,28.93,14.46,32° 2'25'' N,25° 37'25'' O,64.14,118.79,23121.4,42820.83,4.8,2020-11-13 21:00:00,32.0403,-25.6236
5,6,Charlie Dalin,APIVIA,1,18.7,34.63,14.28,31° 56'35'' N,28° 34'40'' O,68.69,127.21,23125.9,42829.17,4.8,2020-11-13 21:00:00,31.9431,-28.5778
6,7,Nicolas Troussel,CORUM L'EPARGNE,1,13.86,25.67,10.05,32° 11'41'' N,26° 27'48'' O,74.86,138.64,23132.1,42840.65,4.8,2020-11-13 21:00:00,32.1947,-26.4633
7,8,Samantha Davies,INITIATIVES-COEUR,1,16.65,30.84,14.92,32° 32'34'' N,26° 42'41'' O,96.37,178.48,23153.6,42880.47,4.7,2020-11-13 21:00:00,32.5428,-26.7114
8,9,Damien Seguin,GROUPE APICIL,0,17.42,32.26,14.37,32° 35'31'' N,26° 8'32'' O,97.99,181.48,23155.2,42883.43,4.7,2020-11-13 21:00:00,32.5919,-26.1422
9,10,Yannick Bestaven,Maître CoQ IV,1,14.82,27.45,12.89,32° 47'4'' N,25° 12'48'' O,108.51,200.96,23165.8,42903.06,4.7,2020-11-13 21:00:00,32.7844,-25.2133
10,11,Louis Burton,BUREAU VALLEE 2,1,15.38,28.48,15.33,32° 47'53'' N,24° 20'9'' O,109.66,203.09,23166.9,42905.1,4.7,2020-11-13 21:00:00,32.7981,-24.3358
11,12,Maxime Sorel,V and B-MAYENNE,0,17.77,32.91,13.34,32° 55'1'' N,26° 37'24'' O,118.56,219.57,23175.8,42921.58,4.6,2020-11-13 21:00:00,32.9169,-26.6233
12,13,Romain Attanasio,PURE - Best Western®,0,14.91,27.61,11.4,33° 1'11'' N,25° 49'28'' O,123.16,228.09,23180.4,42930.1,4.6,2020-11-13 21:00:00,33.0197,-25.8244
13,14,Boris Herrmann,SEAEXPLORER - YACHT CLUB DE MONACO,1,11.73,21.72,11.73,33° 2'58'' N,24° 59'11'' O,124.39,230.37,23181.6,42932.32,4.6,2020-11-13 21:00:00,33.0494,-24.9864
14,15,Sebastien Simon,ARKEA PAPREC,1,15.57,28.84,14.43,33° 21'18'' N,24° 17'55'' O,143.13,265.08,23200.4,42967.14,4.5,2020-11-13 21:00:00,33.355,-24.2986
15,16,Alan Roura,LA FABRIQUE,1,13.78,25.52,13.77,34° 0'5'' N,23° 48'39'' O,182.64,338.25,23239.9,43040.29,4.4,2020-11-13 21:00:00,34.0014,-23.8108
16,17,Giancarlo Pedote,PRYSMIAN GROUP,1,14.19,26.28,8.01,34° 2'41'' N,25° 21'39'' O,184.25,341.23,23241.5,43043.26,4.3,2020-11-13 21:00:00,34.0447,-25.3608
17,18,Clarisse Cremer,BANQUE POPULAIRE X,0,14.98,27.74,10.63,34° 10'3'' N,26° 52'33'' O,194.23,359.71,23251.5,43061.78,4.3,2020-11-13 21:00:00,34.1675,-26.8758
18,19,Kojiro Shiraishi,DMG MORI Global One,1,15.21,28.17,15.04,34° 39'42'' N,22° 48'5'' O,224.84,416.4,23282.1,43118.45,4.2,2020-11-13 21:00:00,34.6617,-22.8014
19,20,Stephane Le Diraison,TIME FOR OCEANS,1,13.18,24.41,12.95,34° 56'45'' N,23° 10'25'' O,240.75,445.87,23298.0,43147.9,4.1,2020-11-13 21:00:00,34.9458,-23.1736
20,21,Isabelle Joschke,MACSF,1,14.34,26.56,14.11,35° 7'47'' N,22° 16'53'' O,254.78,471.85,23312.0,43173.82,4.1,2020-11-13 21:00:00,35.1297,-22.2814
21,22,Arnaud Boissieres,LA MIE CÂLINE - ARTISANS ARTIPÔLE,1,11.7,21.67,11.27,36° 2'59'' N,22° 27'51'' O,309.15,572.55,23366.4,43274.57,3.8,2020-11-13 21:00:00,36.0497,-22.4642
22,23,Manuel Cousin,GROUPE SÉTIN,0,10.25,18.98,9.78,36° 20'33'' N,22° 13'11'' O,327.61,606.73,23384.8,43308.65,3.8,2020-11-13 21:00:00,36.3425,-22.2197
23,24,Didac Costa,ONE PLANET ONE OCEAN,0,11.31,20.95,10.98,36° 36'7'' N,20° 46'42'' O,350.23,648.63,23407.5,43350.69,3.7,2020-11-13 21:00:00,36.6019,-20.7783
24,25,Pip Hare,MEDALLIA,0,9.97,18.46,9.94,36° 57'50'' N,22° 10'24'' O,364.97,675.92,23422.2,43377.91,3.6,2020-11-13 21:00:00,36.9639,-22.1733
25,26,Miranda Merron,CAMPAGNE DE FRANCE,0,2.01,3.72,1.76,38° 2'44'' N,21° 53'52'' O,430.8,797.84,23488.1,43499.96,3.3,2020-11-13 21:00:00,38.0456,-21.8978
26,27,Ari Huusela,STARK,0,2.18,4.04,0.52,38° 20'54'' N,21° 42'18'' O,449.72,832.88,23507.0,43534.96,3.2,2020-11-13 21:00:00,38.3483,-21.705
27,28,Armel Tripon,L'OCCITANE EN PROVENCE,1,2.2,4.07,1.75,38° 5'46'' N,18° 48'34'' O,452.87,838.72,23510.1,43540.71,3.2,2020-11-13 21:00:00,38.0961,-18.8094
28,29,Alexia Barrier,4MYPLANET,0,3.22,5.96,3.2,38° 28'28'' N,19° 55'54'' O,466.99,864.87,23524.2,43566.82,3.2,2020-11-13 21:00:00,38.4744,-19.9317
29,30,Clement Giraud,Compagnie du Lit / Jiliti,0,3.13,5.8,2.88,38° 27'54'' N,18° 36'13'' O,476.37,882.24,23533.6,43584.23,3.1,2020-11-13 21:00:00,38.465,-18.6036
30,31,Sebastien Destremau,MERCI,0,9.22,17.08,8.65,39° 50'40'' N,17° 46'39'' O,564.9,1046.19,23622.1,43748.13,2.8,2020-11-13 21:00:00,39.8444,-17.7775
31,32,Fabrice Amedeo,NEWREST - ART & FENÊTRES,1,10.34,19.15,8.58,41° 40'9'' N,11° 32'4'' O,746.41,1382.35,23803.7,44084.45,2.0,2020-11-13 21:00:00,41.6692,-11.5344
32,33,Jeremie Beyou,CHARAL,1,10.64,19.71,6.59,45° 48'45'' N,4° 20'0'' O,1099.83,2036.89,24157.1,44738.95,0.6,2020-11-13 21:00:00,45.8125,-4.3333
0,1,Alex Thomson,HUGO BOSS,1,15.01,27.8,12.94,31° 54'18'' N,26° 14'38'' O,0.0,0.0,23114.2,42807.5,4.9,2020-11-13 17:00:00,31.905,-26.2439
1,2,Jean Le Cam,Yes We Cam!,0,15.61,28.91,14.97,32° 15'25'' N,25° 37'1'' O,20.16,37.34,23134.4,42844.91,4.8,2020-11-13 17:00:00,32.2569,-25.6169
2,3,Thomas Ruyant,LinkedOut,1,15.65,28.98,12.99,32° 46'21'' N,26° 44'32'' O,53.26,98.64,23167.5,42906.21,4.6,2020-11-13 17:00:00,32.7725,-26.7422
3,4,Nicolas Troussel,CORUM L'EPARGNE,1,13.32,24.67,9.7,32° 52'35'' N,25° 43'27'' O,57.45,106.4,23171.7,42913.99,4.6,2020-11-13 17:00:00,32.8764,-25.7242
4,5,Kevin Escoffier,PRB,1,14.73,27.28,11.13,32° 55'25'' N,26° 43'58'' O,62.29,115.36,23176.5,42922.88,4.6,2020-11-13 17:00:00,32.9236,-26.7328
5,6,Benjamin Dutreux,OMIA - WATER FAMILY,0,13.94,25.82,13.93,33° 0'17'' N,25° 9'30'' O,64.74,119.9,23179.0,42927.51,4.6,2020-11-13 17:00:00,33.0047,-25.1583
6,7,Charlie Dalin,APIVIA,1,17.6,32.6,13.34,32° 57'28'' N,27° 43'17'' O,67.88,125.71,23182.1,42933.25,4.6,2020-11-13 17:00:00,32.9578,-27.7214
7,8,Damien Seguin,GROUPE APICIL,0,15.34,28.41,13.99,33° 33'16'' N,25° 22'9'' O,97.85,181.22,23212.1,42988.81,4.5,2020-11-13 17:00:00,33.5544,-25.3692
8,9,Samantha Davies,INITIATIVES-COEUR,1,16.78,31.08,8.82,33° 33'10'' N,26° 9'51'' O,98.71,182.81,23212.9,42990.29,4.5,2020-11-13 17:00:00,33.5528,-26.1642
9,10,Yannick Bestaven,Maître CoQ IV,1,15.53,28.76,15.16,33° 38'9'' N,24° 36'56'' O,102.74,190.27,23217.0,42997.88,4.4,2020-11-13 17:00:00,33.6358,-24.6156
10,11,Romain Attanasio,PURE - Best Western®,0,13.62,25.22,11.8,33° 46'41'' N,25° 3'21'' O,111.16,205.87,23225.4,43013.44,4.4,2020-11-13 17:00:00,33.7781,-25.0558
11,12,Louis Burton,BUREAU VALLEE 2,1,14.47,26.8,14.21,33° 49'14'' N,24° 24'55'' O,113.98,211.09,23228.2,43018.63,4.4,2020-11-13 17:00:00,33.8206,-24.4153
12,13,Maxime Sorel,V and B-MAYENNE,0,15.19,28.13,6.15,33° 49'9'' N,25° 42'19'' O,114.02,211.17,23228.2,43018.63,4.4,2020-11-13 17:00:00,33.8192,-25.7053
13,14,Boris Herrmann,SEAEXPLORER - YACHT CLUB DE MONACO,1,13.21,24.46,11.39,33° 49'51'' N,24° 58'29'' O,114.33,211.74,23228.6,43019.37,4.4,2020-11-13 17:00:00,33.8308,-24.9747
14,15,Sebastien Simon,ARKEA PAPREC,1,17.75,32.87,17.32,34° 19'5'' N,24° 45'44'' O,143.63,266.0,23257.8,43073.45,4.3,2020-11-13 17:00:00,34.3181,-24.7622
15,16,Giancarlo Pedote,PRYSMIAN GROUP,1,15.84,29.34,15.82,34° 33'36'' N,24° 24'5'' O,158.37,293.3,23272.6,43100.86,4.2,2020-11-13 17:00:00,34.56,-24.4014
16,17,Clarisse Cremer,BANQUE POPULAIRE X,0,15.5,28.71,8.01,34° 53'42'' N,26° 2'46'' O,179.05,331.6,23293.3,43139.19,4.1,2020-11-13 17:00:00,34.895,-26.0461
17,18,Alan Roura,LA FABRIQUE,1,13.87,25.69,13.51,34° 55'10'' N,23° 48'30'' O,180.76,334.77,23295.0,43142.34,4.1,2020-11-13 17:00:00,34.9194,-23.8083
18,19,Kojiro Shiraishi,DMG MORI Global One,1,15.33,28.39,15.31,35° 38'60'' N,22° 31'47'' O,228.0,422.26,23342.2,43229.75,3.9,2020-11-13 17:00:00,35.65,-22.5297
19,20,Stephane Le Diraison,TIME FOR OCEANS,1,14.23,26.35,13.54,35° 47'47'' N,22° 54'20'' O,235.53,436.2,23349.8,43243.83,3.9,2020-11-13 17:00:00,35.7964,-22.9056
20,21,Isabelle Joschke,MACSF,1,14.91,27.61,14.87,36° 3'2'' N,21° 58'7'' O,254.21,470.8,23368.4,43278.28,3.8,2020-11-13 17:00:00,36.0506,-21.9686
21,22,Arnaud Boissieres,LA MIE CÂLINE - ARTISANS ARTIPÔLE,1,9.99,18.5,9.93,36° 46'48'' N,22° 7'31'' O,297.18,550.38,23411.4,43357.91,3.6,2020-11-13 17:00:00,36.78,-22.1253
22,23,Manuel Cousin,GROUPE SÉTIN,0,9.17,16.98,9.15,36° 58'21'' N,21° 53'30'' O,309.67,573.51,23423.9,43381.06,3.6,2020-11-13 17:00:00,36.9725,-21.8917
23,24,Didac Costa,ONE PLANET ONE OCEAN,0,6.47,11.98,6.37,37° 18'11'' N,20° 25'55'' O,337.11,624.33,23451.3,43431.81,3.5,2020-11-13 17:00:00,37.3031,-20.4319
24,25,Pip Hare,MEDALLIA,0,5.95,11.02,5.95,37° 37'12'' N,22° 2'48'' O,347.76,644.05,23462.0,43451.62,3.4,2020-11-13 17:00:00,37.62,-22.0467
25,26,Miranda Merron,CAMPAGNE DE FRANCE,0,2.22,4.11,2.11,38° 9'25'' N,21° 48'11'' O,380.88,705.39,23495.1,43512.93,3.3,2020-11-13 17:00:00,38.1569,-21.8031
26,27,Ari Huusela,STARK,0,1.99,3.69,0.42,38° 22'8'' N,21° 31'18'' O,394.79,731.15,23509.0,43538.67,3.2,2020-11-13 17:00:00,38.3689,-21.5217
27,28,Armel Tripon,L'OCCITANE EN PROVENCE,1,5.22,9.67,4.8,38° 11'44'' N,18° 40'20'' O,402.89,746.15,23517.1,43553.67,3.2,2020-11-13 17:00:00,38.1956,-18.6722
28,29,Alexia Barrier,4MYPLANET,0,3.27,6.06,3.27,38° 40'56'' N,19° 51'43'' O,422.81,783.04,23537.0,43590.52,3.1,2020-11-13 17:00:00,38.6822,-19.8619
29,30,Clement Giraud,Compagnie du Lit / Jiliti,0,3.87,7.17,1.62,38° 40'5'' N,18° 39'47'' O,430.9,798.03,23545.1,43605.53,3.1,2020-11-13 17:00:00,38.6681,-18.6631
30,31,Sebastien Destremau,MERCI,0,6.89,12.76,6.81,40° 27'1'' N,17° 54'28'' O,542.48,1004.67,23656.7,43812.21,2.6,2020-11-13 17:00:00,40.4503,-17.9078
31,32,Fabrice Amedeo,NEWREST - ART & FENÊTRES,1,9.97,18.46,8.18,42° 3'56'' N,10° 46'42'' O,723.47,1339.87,23837.7,44147.42,1.9,2020-11-13 17:00:00,42.0656,-10.7783
32,33,Jeremie Beyou,CHARAL,1,10.96,20.3,5.41,45° 39'52'' N,5° 19'37'' O,1015.93,1881.5,24130.2,44689.13,0.7,2020-11-13 17:00:00,45.6644,-5.3269
0,1,Alex Thomson,HUGO BOSS,1,12.3,22.78,11.49,32° 33'37'' N,25° 48'46'' O,0.0,0.0,23152.8,42878.99,4.7,2020-11-13 14:00:00,32.5603,-25.8128
1,2,Jean Le Cam,Yes We Cam!,0,16.88,31.26,15.96,33° 0'27'' N,25° 21'52'' O,26.41,48.91,23179.2,42927.88,4.6,2020-11-13 14:00:00,33.0075,-25.3644
2,3,Nicolas Troussel,CORUM L'EPARGNE,1,16.96,31.41,16.41,33° 21'44'' N,25° 10'53'' O,47.63,88.21,23200.4,42967.14,4.5,2020-11-13 14:00:00,33.3622,-25.1814
3,4,Thomas Ruyant,LinkedOut,1,14.32,26.52,9.0,33° 26'14'' N,26° 15'1'' O,53.35,98.8,23206.2,42977.88,4.5,2020-11-13 14:00:00,33.4372,-26.2503
4,5,Kevin Escoffier,PRB,1,13.83,25.61,13.49,33° 29'46'' N,26° 10'46'' O,56.73,105.06,23209.6,42984.18,4.5,2020-11-13 14:00:00,33.4961,-26.1794
5,6,Benjamin Dutreux,OMIA - WATER FAMILY,0,16.07,29.76,14.88,33° 42'2'' N,25° 11'36'' O,67.95,125.84,23220.8,43004.92,4.4,2020-11-13 14:00:00,33.7006,-25.1933
6,7,Charlie Dalin,APIVIA,1,15.62,28.93,10.95,33° 39'32'' N,27° 5'12'' O,68.84,127.49,23221.7,43006.59,4.4,2020-11-13 14:00:00,33.6589,-27.0867
7,8,Samantha Davies,INITIATIVES-COEUR,1,13.26,24.56,12.09,33° 59'51'' N,25° 18'34'' O,85.81,158.92,23238.6,43037.89,4.4,2020-11-13 14:00:00,33.9975,-25.3094
8,9,Maxime Sorel,V and B-MAYENNE,0,14.17,26.24,13.94,34° 7'14'' N,24° 51'54'' O,93.15,172.51,23246.0,43051.59,4.3,2020-11-13 14:00:00,34.1206,-24.865
9,10,Damien Seguin,GROUPE APICIL,0,15.39,28.5,15.07,34° 15'11'' N,24° 59'21'' O,101.08,187.2,23253.9,43066.22,4.3,2020-11-13 14:00:00,34.2531,-24.9892
10,11,Romain Attanasio,PURE - Best Western®,0,14.9,27.59,14.86,34° 21'47'' N,24° 38'10'' O,107.79,199.63,23260.6,43078.63,4.3,2020-11-13 14:00:00,34.3631,-24.6361
11,12,Yannick Bestaven,Maître CoQ IV,1,13.56,25.11,13.44,34° 23'24'' N,24° 23'45'' O,109.59,202.96,23262.4,43081.96,4.3,2020-11-13 14:00:00,34.39,-24.3958
12,13,Boris Herrmann,SEAEXPLORER - YACHT CLUB DE MONACO,1,15.8,29.26,15.77,34° 23'40'' N,24° 33'36'' O,109.72,203.2,23262.5,43082.15,4.3,2020-11-13 14:00:00,34.3944,-24.56
13,14,Louis Burton,BUREAU VALLEE 2,1,15.0,27.78,14.93,34° 31'36'' N,24° 13'37'' O,117.97,218.48,23270.8,43097.52,4.2,2020-11-13 14:00:00,34.5267,-24.2269
14,15,Sebastien Simon,ARKEA PAPREC,1,18.68,34.6,18.68,35° 10'60'' N,24° 59'57'' O,156.94,290.65,23309.8,43169.75,4.1,2020-11-13 14:00:00,35.1833,-24.9992
15,16,Clarisse Cremer,BANQUE POPULAIRE X,0,12.75,23.61,9.79,35° 17'51'' N,25° 14'15'' O,163.84,303.43,23316.7,43182.53,4.0,2020-11-13 14:00:00,35.2975,-25.2375
16,17,Giancarlo Pedote,PRYSMIAN GROUP,1,13.55,25.09,13.08,35° 20'58'' N,24° 20'27'' O,167.24,309.73,23320.1,43188.83,4.0,2020-11-13 14:00:00,35.3494,-24.3408
17,18,Alan Roura,LA FABRIQUE,1,15.6,28.89,14.42,35° 35'13'' N,23° 34'50'' O,182.64,338.25,23335.5,43217.35,4.0,2020-11-13 14:00:00,35.5869,-23.5806
18,19,Kojiro Shiraishi,DMG MORI Global One,1,10.73,19.87,9.97,36° 24'34'' N,22° 24'18'' O,235.33,435.83,23388.2,43314.95,3.7,2020-11-13 14:00:00,36.4094,-22.405
19,20,Stephane Le Diraison,TIME FOR OCEANS,1,11.25,20.84,9.99,36° 27'18'' N,22° 34'24'' O,237.47,439.79,23390.3,43318.84,3.7,2020-11-13 14:00:00,36.455,-22.5733
20,21,Isabelle Joschke,MACSF,1,10.88,20.15,10.81,36° 47'6'' N,21° 48'48'' O,260.2,481.89,23413.0,43360.88,3.6,2020-11-13 14:00:00,36.785,-21.8133
21,22,Arnaud Boissieres,LA MIE CÂLINE - ARTISANS ARTIPÔLE,1,7.44,13.78,7.34,37° 16'12'' N,22° 0'25'' O,288.38,534.08,23441.2,43413.1,3.5,2020-11-13 14:00:00,37.27,-22.0069
22,23,Manuel Cousin,GROUPE SÉTIN,0,6.49,12.02,6.43,37° 25'51'' N,21° 52'47'' O,298.53,552.88,23451.3,43431.81,3.5,2020-11-13 14:00:00,37.4308,-21.8797
23,24,Didac Costa,ONE PLANET ONE OCEAN,0,3.76,6.96,3.56,37° 37'34'' N,20° 27'12'' O,317.62,588.23,23470.4,43467.18,3.4,2020-11-13 14:00:00,37.6261,-20.4533
24,25,Pip Hare,MEDALLIA,0,3.55,6.57,3.36,37° 54'58'' N,22° 0'44'' O,327.02,605.64,23479.8,43484.59,3.4,2020-11-13 14:00:00,37.9161,-22.0122
25,26,Miranda Merron,CAMPAGNE DE FRANCE,0,3.75,6.95,3.7,38° 15'31'' N,21° 44'48'' O,348.6,645.61,23501.4,43524.59,3.3,2020-11-13 14:00:00,38.2586,-21.7467
26,27,Ari Huusela,STARK,0,3.07,5.69,1.56,38° 22'48'' N,21° 23'44'' O,357.45,662.0,23510.3,43541.08,3.2,2020-11-13 14:00:00,38.38,-21.3956
27,28,Armel Tripon,L'OCCITANE EN PROVENCE,1,5.82,10.78,5.71,38° 24'45'' N,18° 29'19'' O,378.67,701.3,23531.5,43580.34,3.1,2020-11-13 14:00:00,38.4125,-18.4886
28,29,Alexia Barrier,4MYPLANET,0,3.89,7.2,3.58,38° 50'40'' N,19° 50'14'' O,394.03,729.74,23546.8,43608.67,3.1,2020-11-13 14:00:00,38.8444,-19.8372
29,30,Clement Giraud,Compagnie du Lit / Jiliti,0,5.21,9.65,2.58,38° 46'38'' N,18° 52'3'' O,397.11,735.45,23549.9,43614.41,3.1,2020-11-13 14:00:00,38.7772,-18.8675
30,31,Sebastien Destremau,MERCI,0,5.8,10.74,5.04,40° 47'41'' N,17° 53'39'' O,524.31,971.02,23677.1,43849.99,2.5,2020-11-13 14:00:00,40.7947,-17.8942
31,32,Fabrice Amedeo,NEWREST - ART & FENÊTRES,1,9.96,18.45,8.97,42° 20'28'' N,10° 13'6'' O,709.26,1313.55,23862.1,44192.61,1.8,2020-11-13 14:00:00,42.3411,-10.2183
32,33,Jeremie Beyou,CHARAL,1,7.84,14.52,7.45,45° 37'24'' N,6° 6'28'' O,960.72,1779.25,24113.5,44658.2,0.8,2020-11-13 14:00:00,45.6233,-6.1078
0,1,Alex Thomson,HUGO BOSS,1,17.09,31.65,15.14,33° 8'17'' N,25° 33'48'' O,0.0,0.0,23187.2,42942.69,4.6,2020-11-13 11:00:00,33.1381,-25.5633
1,2,Jean Le Cam,Yes We Cam!,0,15.06,27.89,13.34,33° 48'17'' N,25° 2'7'' O,39.78,73.67,23227.0,43016.4,4.4,2020-11-13 11:00:00,33.8047,-25.0353
2,3,Thomas Ruyant,LinkedOut,1,12.63,23.39,12.63,33° 53'43'' N,25° 35'24'' O,45.48,84.23,23232.7,43026.96,4.4,2020-11-13 11:00:00,33.8953,-25.59
3,4,Nicolas Troussel,CORUM L'EPARGNE,1,17.9,33.15,17.51,34° 10'54'' N,24° 55'15'' O,62.41,115.58,23249.6,43058.26,4.3,2020-11-13 11:00:00,34.1817,-24.9208
4,5,Kevin Escoffier,PRB,1,16.71,30.95,16.7,34° 10'28'' N,26° 1'17'' O,62.78,116.27,23250.0,43059.0,4.3,2020-11-13 11:00:00,34.1744,-26.0214
5,6,Charlie Dalin,APIVIA,1,17.58,32.56,17.58,34° 13'43'' N,26° 26'37'' O,66.83,123.77,23254.0,43066.41,4.3,2020-11-13 11:00:00,34.2286,-26.4436
6,7,Benjamin Dutreux,OMIA - WATER FAMILY,0,15.68,29.04,14.69,34° 26'30'' N,24° 49'15'' O,78.05,144.55,23265.3,43087.34,4.2,2020-11-13 11:00:00,34.4417,-24.8208
7,8,Samantha Davies,INITIATIVES-COEUR,1,16.16,29.93,16.11,34° 36'3'' N,24° 58'42'' O,87.58,162.2,23274.8,43104.93,4.2,2020-11-13 11:00:00,34.6008,-24.9783
8,9,Maxime Sorel,V and B-MAYENNE,0,12.62,23.37,12.23,34° 48'57'' N,24° 42'10'' O,100.55,186.22,23287.8,43129.01,4.2,2020-11-13 11:00:00,34.8158,-24.7028
9,10,Damien Seguin,GROUPE APICIL,0,16.14,29.89,15.06,35° 0'18'' N,24° 47'34'' O,111.87,207.18,23299.1,43149.93,4.1,2020-11-13 11:00:00,35.005,-24.7928
10,11,Yannick Bestaven,Maître CoQ IV,1,16.16,29.93,15.96,35° 3'34'' N,24° 16'10'' O,115.51,213.92,23302.7,43156.6,4.1,2020-11-13 11:00:00,35.0594,-24.2694
11,12,Romain Attanasio,PURE - Best Western®,0,14.08,26.08,12.67,35° 6'18'' N,24° 33'38'' O,117.98,218.5,23305.2,43161.23,4.1,2020-11-13 11:00:00,35.105,-24.5606
12,13,Boris Herrmann,SEAEXPLORER - YACHT CLUB DE MONACO,1,15.5,28.71,14.79,35° 10'53'' N,24° 28'44'' O,122.63,227.11,23309.8,43169.75,4.1,2020-11-13 11:00:00,35.1814,-24.4789
13,14,Louis Burton,BUREAU VALLEE 2,1,17.56,32.52,16.56,35° 16'14'' N,24° 6'54'' O,128.37,237.74,23315.6,43180.49,4.0,2020-11-13 11:00:00,35.2706,-24.115
14,15,Clarisse Cremer,BANQUE POPULAIRE X,0,14.51,26.87,13.94,35° 46'57'' N,24° 43'47'' O,158.57,293.67,23345.8,43236.42,3.9,2020-11-13 11:00:00,35.7825,-24.7297
15,16,Giancarlo Pedote,PRYSMIAN GROUP,1,15.14,28.04,14.57,35° 59'52'' N,24° 5'59'' O,172.03,318.6,23359.2,43261.24,3.9,2020-11-13 11:00:00,35.9978,-24.0997
16,17,Sebastien Simon,ARKEA PAPREC,1,15.96,29.56,15.96,36° 6'59'' N,24° 59'24'' O,178.58,330.73,23365.8,43273.46,3.8,2020-11-13 11:00:00,36.1164,-24.99
17,18,Alan Roura,LA FABRIQUE,1,13.64,25.26,12.65,36° 17'23'' N,23° 9'49'' O,191.37,354.42,23378.6,43297.17,3.8,2020-11-13 11:00:00,36.2897,-23.1636
18,19,Kojiro Shiraishi,DMG MORI Global One,1,9.88,18.3,9.75,36° 53'20'' N,22° 6'19'' O,230.79,427.42,23418.0,43370.14,3.6,2020-11-13 11:00:00,36.8889,-22.1053
19,20,Stephane Le Diraison,TIME FOR OCEANS,1,9.89,18.32,9.36,36° 55'53'' N,22° 12'1'' O,232.95,431.42,23420.2,43374.21,3.6,2020-11-13 11:00:00,36.9314,-22.2003
20,21,Isabelle Joschke,MACSF,1,7.91,14.65,7.87,37° 19'42'' N,21° 49'33'' O,258.24,478.26,23445.4,43420.88,3.5,2020-11-13 11:00:00,37.3283,-21.8258
21,22,Arnaud Boissieres,LA MIE CÂLINE - ARTISANS ARTIPÔLE,1,5.89,10.91,5.56,37° 37'46'' N,21° 53'15'' O,275.99,511.13,23463.2,43453.85,3.4,2020-11-13 11:00:00,37.6294,-21.8875
22,23,Manuel Cousin,GROUPE SÉTIN,0,5.9,10.93,5.3,37° 44'47'' N,21° 47'11'' O,283.41,524.88,23470.6,43467.55,3.4,2020-11-13 11:00:00,37.7464,-21.7864
23,24,Didac Costa,ONE PLANET ONE OCEAN,0,3.17,5.87,3.16,37° 48'37'' N,20° 29'57'' O,293.91,544.32,23481.1,43487.0,3.4,2020-11-13 11:00:00,37.8103,-20.4992
24,25,Pip Hare,MEDALLIA,0,2.95,5.46,2.7,38° 4'43'' N,21° 55'14'' O,302.71,560.62,23489.9,43503.29,3.3,2020-11-13 11:00:00,38.0786,-21.9206
25,26,Miranda Merron,CAMPAGNE DE FRANCE,0,3.24,6.0,3.24,38° 26'44'' N,21° 45'44'' O,325.32,602.49,23512.5,43545.15,3.2,2020-11-13 11:00:00,38.4456,-21.7622
26,27,Ari Huusela,STARK,0,2.74,5.07,1.14,38° 26'37'' N,21° 13'4'' O,327.72,606.94,23514.9,43549.59,3.2,2020-11-13 11:00:00,38.4436,-21.2178
27,28,Armel Tripon,L'OCCITANE EN PROVENCE,1,6.61,12.24,3.01,38° 40'58'' N,18° 21'5'' O,361.39,669.29,23548.6,43612.01,3.1,2020-11-13 11:00:00,38.6828,-18.3514
28,29,Clement Giraud,Compagnie du Lit / Jiliti,0,3.79,7.02,3.7,38° 56'26'' N,19° 7'41'' O,370.38,685.94,23557.6,43628.68,3.0,2020-11-13 11:00:00,38.9406,-19.1281
